City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,New Kensington,US,2022-07-27 22:43:14,40.5698,-79.7648,81.57,70,98,1.99
297,Salym,RU,2022-07-27 22:43:14,60.0625,71.4789,53.02,83,100,5.35
298,Verkhnevilyuysk,RU,2022-07-27 22:43:15,63.4453,120.3167,74.62,64,15,5.86
299,Gardner,US,2022-07-27 22:43:15,42.5751,-71.9981,80.02,55,0,6.91
300,Ponta Delgada,PT,2022-07-27 22:43:16,37.7333,-25.6667,74.12,88,20,6.91
301,Calvinia,ZA,2022-07-27 22:43:16,-31.4707,19.776,50.29,48,0,8.52
302,Xining,CN,2022-07-27 22:38:39,36.6167,101.7667,52.88,58,2,2.68
303,Sale,MA,2022-07-27 22:43:17,34.0389,-6.8166,72.28,78,100,3.44
304,Lasa,IT,2022-07-27 22:43:18,46.6166,10.7002,67.08,91,52,2.19
305,Yeppoon,AU,2022-07-27 22:43:18,-23.1333,150.7333,49.78,54,0,5.84
306,De Aar,ZA,2022-07-27 22:43:19,-30.6497,24.0123,51.28,69,0,7.2
307,North Augusta,US,2022-07-27 22:43:19,33.5018,-81.9651,96.15,52,20,8.05
308,Hajnowka,PL,2022-07-27 22:43:20,52.7433,23.5812,54.01,87,59,1.01
309,Havelock,US,2022-07-27 22:40:18,34.8791,-76.9013,93.16,80,80,8.01
310,Erenhot,CN,2022-07-27 22:43:20,43.6475,111.9767,74.19,29,8,4.41
311,Bandarbeyla,SO,2022-07-27 22:43:21,9.4942,50.8122,76.57,78,26,29.24
312,Kigoma,TZ,2022-07-27 22:43:21,-4.8769,29.6267,74.75,58,25,2.04
313,Oistins,BB,2022-07-27 22:43:22,13.0667,-59.5333,78.51,88,75,24.16
314,Mitu,CO,2022-07-27 22:43:22,1.1983,-70.1733,72.52,96,95,0.83
315,Beloha,MG,2022-07-27 22:43:23,-25.1667,45.05,59.18,80,0,4.76
316,North Platte,US,2022-07-27 22:43:23,41.1239,-100.7654,87.69,33,100,6.91
317,Gushi,CN,2022-07-27 22:43:24,34.6425,109.5843,73.87,82,0,1.83
318,Yumen,CN,2022-07-27 22:43:24,40.2833,97.2,78.01,16,74,6.98
319,Prudy,RU,2022-07-27 22:43:25,57.5738,46.2718,58.93,94,5,5.41
320,Ilo,PE,2022-07-27 22:43:25,-17.6394,-71.3375,59.9,82,60,7.49
321,Mbouda,CM,2022-07-27 22:43:26,5.6258,10.2552,62.33,96,100,3.27
322,Rawson,AR,2022-07-27 22:43:21,-43.3002,-65.1023,43.0,77,19,12.59
323,Ahipara,NZ,2022-07-27 22:43:26,-35.1667,173.1667,59.0,90,34,17.29
324,Cockburn Town,TC,2022-07-27 22:43:27,21.4612,-71.1419,84.16,65,40,13.8
325,Wau,SS,2022-07-27 22:44:28,7.7029,27.9953,70.29,93,91,3.74
326,Boyuibe,BO,2022-07-27 22:44:28,-20.4167,-63.2833,77.76,45,28,12.17
327,Santa Lucia,ES,2022-07-27 22:43:29,27.9117,-15.5407,67.77,73,20,35.68
328,Gornopravdinsk,RU,2022-07-27 22:44:29,60.05,69.9,52.34,84,99,4.99
329,Batemans Bay,AU,2022-07-27 22:44:29,-35.7167,150.1833,51.1,59,6,5.21
330,Chichica,PA,2022-07-27 22:44:30,8.4922,-82.1627,78.15,95,100,1.32
331,Honiara,SB,2022-07-27 22:44:30,-9.4333,159.95,84.69,66,89,4.9
332,Kantang,TH,2022-07-27 22:44:31,7.4054,99.5156,76.82,90,100,1.3
333,Severo-Kurilsk,RU,2022-07-27 22:40:07,50.6789,156.125,54.55,88,72,5.3
334,Vanimo,PG,2022-07-27 22:44:31,-2.6741,141.3028,81.39,79,48,5.57
335,Hay River,CA,2022-07-27 22:40:49,60.8156,-115.7999,66.18,68,75,12.66
336,Bure,ET,2022-07-27 22:44:32,10.7,37.0667,56.21,97,100,2.06
337,Salamanca,ES,2022-07-27 22:43:38,40.8333,-6.0,73.74,45,0,9.64
338,Saint-Jerome,CA,2022-07-27 22:44:33,45.7804,-74.0036,80.22,50,75,6.91
339,Zhangye,CN,2022-07-27 22:44:33,38.9342,100.4517,70.97,29,40,7.87
340,Matagami,CA,2022-07-27 22:44:33,49.7502,-77.6328,75.31,50,75,9.22
341,Halifax,CA,2022-07-27 22:39:58,44.6453,-63.5724,80.49,62,40,14.97
342,Tiksi,RU,2022-07-27 22:44:34,71.6872,128.8694,64.22,65,40,5.5
343,Pirenopolis,BR,2022-07-27 22:44:34,-15.8525,-48.9592,73.89,36,0,5.39
344,Coahuayana,MX,2022-07-27 22:44:35,18.7333,-103.6833,84.83,66,98,3.18
345,Kharhial,IN,2022-07-27 22:44:35,20.2833,82.7667,79.48,79,100,3.4
346,San Quintin,MX,2022-07-27 22:40:17,30.4833,-115.95,72.88,69,55,13.62
347,Paraiso,CR,2022-07-27 22:44:36,9.8383,-83.8656,65.41,97,98,2.8
348,Surman,LY,2022-07-27 22:44:37,32.7567,12.5716,86.2,34,0,5.44
349,Andrews,US,2022-07-27 22:42:35,32.3187,-102.5457,100.42,21,0,5.01
350,Acarau,BR,2022-07-27 22:44:37,-2.8856,-40.12,79.32,79,81,16.35
351,Iqaluit,CA,2022-07-27 22:44:38,63.7506,-68.5145,58.73,58,75,3.44
352,Marsh Harbour,BS,2022-07-27 22:44:38,26.5412,-77.0636,82.81,69,5,10.51
353,Mlonggo,ID,2022-07-27 22:44:39,-6.5333,110.7,76.26,81,100,4.27
354,Havre-Saint-Pierre,CA,2022-07-27 22:44:08,50.2334,-63.5986,61.16,82,75,12.66
355,Airai,TL,2022-07-27 22:44:39,-8.9266,125.4092,55.27,71,39,4.41
356,Talnakh,RU,2022-07-27 22:44:40,69.4865,88.3972,54.21,65,48,5.41
357,Paamiut,GL,2022-07-27 22:44:40,61.994,-49.6678,42.58,93,37,17.54
358,Nombre De Dios,MX,2022-07-27 22:44:41,23.85,-104.2333,76.55,62,66,6.58
359,Qax,AZ,2022-07-27 22:44:41,41.4225,46.9242,71.08,61,0,5.14
360,Aitape,PG,2022-07-27 22:44:42,-3.1374,142.3475,80.85,81,13,3.65
361,Kerema,PG,2022-07-27 22:44:42,-7.9631,145.7785,79.21,85,85,4.07
362,Boyabat,TR,2022-07-27 22:44:43,41.4689,34.7667,60.8,77,0,1.05
363,Siemiatycze,PL,2022-07-27 22:42:57,52.4272,22.8623,56.48,77,48,7.45
364,San Clemente,US,2022-07-27 22:44:44,33.427,-117.612,96.76,70,28,5.99
365,Toufen,TW,2022-07-27 22:44:44,24.6865,120.9127,82.92,85,31,1.57
366,Alugan,PH,2022-07-27 22:44:45,12.2188,125.4808,78.46,91,97,6.13
367,Mosquera,CO,2022-07-27 22:40:23,4.7059,-74.2302,57.29,88,40,10.36
368,Lubao,PH,2022-07-27 22:44:45,14.9167,120.55,80.31,85,99,2.26
369,Mtsensk,RU,2022-07-27 22:44:46,53.2766,36.5733,65.25,87,25,4.83
370,Phan Thiet,VN,2022-07-27 22:40:13,10.9333,108.1,76.89,87,81,2.98
371,Buritis,BR,2022-07-27 22:44:46,-15.6178,-46.4233,69.69,43,0,2.68
372,Pakhtakoron,TJ,2022-07-27 22:45:47,40.1571,68.7466,77.36,34,2,5.75
373,Flinders,AU,2022-07-27 22:45:47,-34.5833,150.8552,56.17,68,0,8.99
374,Agapovka,RU,2022-07-27 22:45:48,53.2973,59.1348,61.81,75,100,8.66
375,China,MX,2022-07-27 22:45:48,25.7,-99.2333,97.88,31,100,19.28
376,Kulykivka,UA,2022-07-27 22:45:49,51.3735,31.6466,59.61,96,55,6.93
377,Xuddur,SO,2022-07-27 22:45:50,4.1213,43.8894,69.55,67,62,18.77
378,Tadpatri,IN,2022-07-27 22:45:50,14.9167,78.0167,82.85,71,96,5.59
379,Tezu,IN,2022-07-27 22:45:50,27.9167,96.1667,74.79,96,89,2.68
380,Puerto Colombia,CO,2022-07-27 22:42:56,10.9878,-74.9547,78.89,80,92,14.23
381,Puerto Madryn,AR,2022-07-27 22:45:51,-42.7692,-65.0385,44.62,76,21,10.83
382,Nyaunglebin,MM,2022-07-27 22:45:52,17.95,96.7333,78.67,87,6,2.04
383,Pillaro,EC,2022-07-27 22:45:52,-1.1667,-78.5333,54.16,23,99,13.0
384,Koslan,RU,2022-07-27 22:45:53,63.4564,48.8989,55.54,70,66,5.53
385,Pilar,BR,2022-07-27 22:43:41,-9.5972,-35.9567,73.33,93,81,3.22
386,Pokhara,NP,2022-07-27 22:45:53,28.2333,83.9833,71.78,88,100,1.81
387,Porto Novo,BJ,2022-07-27 22:45:54,6.4965,2.6036,78.62,90,100,9.01
388,Pedernales,DO,2022-07-27 22:45:54,18.0384,-71.744,83.08,70,18,0.72
389,Sola,VU,2022-07-27 22:40:57,-13.8833,167.55,79.99,78,99,11.81
390,Thinadhoo,MV,2022-07-27 22:45:55,0.5333,72.9333,82.74,74,100,12.48
391,Half Moon Bay,US,2022-07-27 22:42:15,37.4636,-122.4286,83.53,67,100,24.16
392,Yerbogachen,RU,2022-07-27 22:45:56,61.2767,108.0108,60.8,91,100,7.94
393,Hasaki,JP,2022-07-27 22:45:56,35.7333,140.8333,82.8,84,100,11.79
394,Kloulklubed,PW,2022-07-27 22:45:56,7.0419,134.2556,77.5,72,94,7.81
395,Adrar,MR,2022-07-27 22:45:57,20.5022,-10.0711,100.54,9,5,11.39
396,Taltal,CL,2022-07-27 22:45:58,-25.4,-70.4833,60.73,78,94,4.61
397,Coos Bay,US,2022-07-27 22:45:46,43.3665,-124.2179,78.31,85,75,10.36
398,Kapuskasing,CA,2022-07-27 22:45:58,49.4169,-82.4331,64.49,94,100,17.27
399,Gloggnitz,AT,2022-07-27 22:45:59,47.6749,15.9389,63.05,84,81,3.78
400,Faanui,PF,2022-07-27 22:42:15,-16.4833,-151.75,78.46,75,15,24.63
401,Mount Darwin,ZW,2022-07-27 22:45:59,-16.7725,31.5838,54.09,73,2,3.62
402,Brigham City,US,2022-07-27 22:46:00,41.5102,-112.0155,98.62,12,0,3.0
403,Mapimi,MX,2022-07-27 22:46:00,25.8167,-103.85,86.41,35,44,4.43
404,Bachaquero,VE,2022-07-27 22:46:01,9.9694,-71.1494,80.78,79,41,3.91
405,Juneau,US,2022-07-27 22:43:45,58.3019,-134.4197,70.84,63,75,5.75
406,Alpena,US,2022-07-27 22:43:39,45.0617,-83.4327,74.1,86,100,4.0
407,Wainwright,CA,2022-07-27 22:45:49,52.839,-110.8572,76.62,44,25,5.5
408,Ojuelos De Jalisco,MX,2022-07-27 22:46:02,21.8667,-101.5833,68.58,51,88,15.64
409,Sabang,ID,2022-07-27 22:46:02,5.8933,95.3214,80.26,77,94,5.28
410,Gaya,IN,2022-07-27 22:46:03,24.7833,85.0,78.71,94,75,0.0
411,Kefamenanu,ID,2022-07-27 22:46:03,-9.4467,124.4781,67.96,79,52,6.62
412,Tornio,FI,2022-07-27 22:46:04,65.8481,24.1466,55.42,90,100,10.67
413,Gamba,GA,2022-07-27 22:46:05,-2.65,10.0,69.4,90,40,4.85
414,Yenagoa,NG,2022-07-27 22:46:05,4.9247,6.2642,74.1,93,99,6.38
415,Atambua,ID,2022-07-27 22:46:05,-9.1061,124.8925,68.94,73,38,6.11
416,Kieta,PG,2022-07-27 22:46:00,-6.2167,155.6333,83.68,69,11,8.5
417,Srednekolymsk,RU,2022-07-27 22:46:06,67.45,153.6833,50.05,53,94,10.22
418,Hazorasp,UZ,2022-07-27 22:46:07,41.3194,61.0742,73.24,33,32,8.16
419,Nome,US,2022-07-27 22:45:11,64.5011,-165.4064,54.16,87,100,6.91
420,Malakwal,PK,2022-07-27 22:44:32,32.5536,73.2123,81.82,80,44,5.57
421,Deer Lake,CA,2022-07-27 22:42:40,49.1667,-57.4316,69.66,64,40,6.91
422,Iranshahr,IR,2022-07-27 22:47:08,27.2025,60.6848,82.76,63,31,6.89
423,Mountain Home,US,2022-07-27 22:47:09,43.133,-115.6912,98.08,12,20,13.8
424,Chazuta,PE,2022-07-27 22:47:09,-6.5742,-76.1367,86.85,86,33,1.43
425,Deep River,CA,2022-07-27 22:43:02,46.1001,-77.4995,80.35,66,90,1.68
426,Wote,KE,2022-07-27 22:47:10,-1.7808,37.6288,62.28,85,100,4.32
427,Bijie,CN,2022-07-27 22:47:11,27.3125,105.2942,62.98,90,72,3.04
428,Gillette,US,2022-07-27 22:47:11,44.2911,-105.5022,83.32,35,20,13.0
429,Nambucca Heads,AU,2022-07-27 22:47:11,-30.65,153.0,55.4,57,22,4.79
430,Verkhnyaya Toyma,RU,2022-07-27 22:47:12,62.2349,44.9985,59.38,94,10,5.12
431,Usvyaty,RU,2022-07-27 22:47:13,55.7456,30.7533,59.22,97,100,8.19
432,Kushima,JP,2022-07-27 22:47:13,31.4583,131.2333,82.27,83,6,7.49
433,Maniitsoq,GL,2022-07-27 22:47:13,65.4167,-52.9,42.6,88,39,14.29
434,Marsa Matruh,EG,2022-07-27 22:47:14,31.3525,27.2453,79.0,78,0,3.44
435,Ca Mau,VN,2022-07-27 22:47:14,9.1769,105.15,77.07,92,81,3.29
436,Gilgit,PK,2022-07-27 22:47:15,35.9221,74.3087,80.85,62,79,1.72
437,Alghero,IT,2022-07-27 22:47:15,40.5589,8.3181,69.89,83,0,1.14
438,Champerico,GT,2022-07-27 22:47:16,14.3,-91.9167,88.34,75,70,5.64
439,Sungaipenuh,ID,2022-07-27 22:47:17,-2.0833,101.3833,63.75,93,90,3.13
440,Santo Antonio Do Sudoeste,BR,2022-07-27 22:47:17,-26.0736,-53.7253,63.41,80,67,2.24
441,Sangar,RU,2022-07-27 22:47:18,63.9242,127.4739,73.51,62,1,1.99
442,Vila Franca Do Campo,PT,2022-07-27 22:47:18,37.7167,-25.4333,73.81,90,53,4.54
443,Teya,RU,2022-07-27 22:47:19,60.3778,92.6267,59.47,77,98,2.39
444,Poronaysk,RU,2022-07-27 22:47:19,49.2167,143.1167,58.33,91,100,5.64
445,Oda,JP,2022-07-27 22:47:20,35.1833,132.5,79.57,85,63,5.5
446,Yuancheng,CN,2022-07-27 22:47:20,36.652,107.7896,67.93,63,11,2.37
447,Norman Wells,CA,2022-07-27 22:47:21,65.282,-126.8329,66.24,39,75,5.75
448,Yondo,CO,2022-07-27 22:47:21,7.0062,-73.9097,90.09,62,40,2.3
449,Custoias,PT,2022-07-27 22:47:22,41.1053,-7.321,64.44,53,19,4.85
450,Ituango,CO,2022-07-27 22:47:23,7.1712,-75.764,64.53,98,99,1.39
451,San Patricio,US,2022-07-27 22:47:23,28.017,-97.5169,93.92,47,100,14.63
452,Konevo,RU,2022-07-27 22:47:23,62.1215,39.3192,61.88,97,44,4.07
453,Biak,ID,2022-07-27 22:47:24,-0.9131,122.8766,74.97,90,99,7.05
454,Palmas,BR,2022-07-27 22:47:24,-10.2128,-48.3603,80.47,41,0,4.61
455,Ransang,PH,2022-07-27 22:47:25,8.9603,117.5828,80.33,84,51,4.05
456,Raudeberg,NO,2022-07-27 22:47:25,61.9875,5.1352,50.67,68,54,8.61
457,Caloundra,AU,2022-07-27 22:47:26,-26.8,153.1333,59.9,62,42,4.0
458,Krasnoselkup,RU,2022-07-27 22:47:26,65.7,82.4667,51.1,84,100,15.37
459,Naron,ES,2022-07-27 22:47:27,43.5167,-8.1528,64.02,86,62,1.81
460,Rafaela,AR,2022-07-27 22:47:27,-31.2503,-61.4867,59.99,62,96,5.99
461,Abu Samrah,SY,2022-07-27 22:47:28,35.3029,37.1841,79.5,40,0,5.01
462,Kirkuk,IQ,2022-07-27 22:47:28,35.4681,44.3922,87.78,12,0,4.34
463,Maragogi,BR,2022-07-27 22:47:29,-9.0122,-35.2225,72.52,88,31,6.71
464,Chuy,UY,2022-07-27 22:47:29,-33.6971,-53.4616,58.78,98,98,5.1
465,Revda,RU,2022-07-27 22:48:30,56.801,59.9303,49.84,91,30,3.78
466,Zeya,RU,2022-07-27 22:48:30,53.75,127.2667,70.18,92,100,6.06
467,Lyubytino,RU,2022-07-27 22:48:31,58.8122,33.3922,61.41,98,100,2.66
468,Irbeyskoye,RU,2022-07-27 22:48:31,55.6428,95.4522,52.86,90,42,2.26
469,Port Hardy,CA,2022-07-27 22:48:31,50.6996,-127.4199,73.58,68,20,10.36
470,Changji,CN,2022-07-27 22:48:32,44.0167,87.3167,81.39,29,0,6.71
471,Northam,GB,2022-07-27 22:48:32,51.0333,-4.2167,54.61,88,94,2.62
472,Sao Jose Da Coroa Grande,BR,2022-07-27 22:48:33,-8.8978,-35.1478,73.09,87,37,7.11
473,Pavlodar,KZ,2022-07-27 22:48:33,52.3,76.95,69.6,68,100,8.95
474,Mulege,MX,2022-07-27 22:48:33,26.8833,-111.9833,91.67,50,27,10.54
475,Arahal,ES,2022-07-27 22:48:34,37.1864,-5.5549,74.05,69,0,5.99
476,Balkanabat,TM,2022-07-27 22:48:34,39.5108,54.3671,90.41,28,63,12.8
477,Soto La Marina,MX,2022-07-27 22:48:35,23.7667,-98.2167,91.78,47,96,17.31
478,Harper,LR,2022-07-27 22:48:09,4.375,-7.7169,75.34,76,97,10.94
479,Warrington,GB,2022-07-27 22:48:36,53.3925,-2.5802,63.01,87,40,5.75
480,Suez,EG,2022-07-27 22:48:36,29.9737,32.5263,77.07,55,0,9.82
481,Ostrovnoy,RU,2022-07-27 22:48:36,68.0531,39.5131,60.84,86,100,16.58
482,Dolores Hidalgo,MX,2022-07-27 22:48:37,21.1561,-100.9308,70.86,77,96,4.68
483,Abonnema,NG,2022-07-27 22:48:37,4.7084,6.7931,73.58,95,99,5.3
484,Dandong,CN,2022-07-27 22:48:38,40.1292,124.3947,77.52,82,97,5.64
485,Ambovombe,MG,2022-07-27 22:48:38,-25.1667,46.0833,63.91,80,15,5.44
486,Kryry,CZ,2022-07-27 22:48:39,50.1744,13.4266,59.05,53,91,3.74
487,Lodwar,KE,2022-07-27 22:48:39,3.1191,35.5973,80.71,47,90,16.44
488,Shellbrook,CA,2022-07-27 22:48:40,53.2168,-106.4011,72.63,37,2,9.69
489,Lar,IN,2022-07-27 22:48:40,26.2039,83.9717,85.01,70,100,2.53
490,Gerash,IR,2022-07-27 22:48:41,27.6652,54.1371,80.01,69,100,2.93
491,Djibo,BF,2022-07-27 22:48:41,14.1022,-1.6306,89.28,48,33,18.23
492,Ikom,NG,2022-07-27 22:48:42,5.9667,8.7063,72.88,97,99,3.42
493,Raton,US,2022-07-27 22:48:42,36.9034,-104.4391,71.94,90,82,16.11
494,Kaoma,ZM,2022-07-27 22:48:43,-14.7833,24.8,52.23,66,35,5.91
495,Gigmoto,PH,2022-07-27 22:45:58,13.7796,124.39,82.13,83,100,3.98
496,Te Anau,NZ,2022-07-27 22:48:43,-45.4167,167.7167,41.68,98,100,2.35
497,Inhambane,MZ,2022-07-27 22:48:44,-23.865,35.3833,64.29,77,0,5.21
498,Piacabucu,BR,2022-07-27 22:48:44,-10.4056,-36.4344,72.07,85,57,7.31
499,Salalah,OM,2022-07-27 22:48:45,17.0151,54.0924,77.09,94,100,8.05
500,Rrogozhine,AL,2022-07-27 22:48:45,41.0764,19.6653,77.18,64,71,3.06
501,Vitim,RU,2022-07-27 22:48:46,59.4511,112.5578,68.79,93,78,1.92
502,Noumea,NC,2022-07-27 22:48:46,-22.2763,166.4572,73.38,99,90,3.71
503,Lensk,RU,2022-07-27 22:48:47,60.7253,114.9278,77.04,62,0,2.75
504,Broken Hill,AU,2022-07-27 22:48:47,-31.95,141.4333,49.42,52,65,0.89
505,Fairbanks,US,2022-07-27 22:47:11,64.8378,-147.7164,59.09,76,75,9.22
506,Nueva Guinea,NI,2022-07-27 22:48:48,11.6876,-84.4562,77.11,89,96,8.01
507,Dwarka,IN,2022-07-27 22:48:49,22.2394,68.9678,81.48,80,95,11.45
508,Banyo,CM,2022-07-27 22:48:49,6.75,11.8167,63.07,96,100,2.8
509,Lakatoro,VU,2022-07-27 22:48:50,-16.0999,167.4164,82.29,72,82,6.67
510,Jiblah,YE,2022-07-27 22:48:50,13.9216,44.1467,66.81,65,96,4.21
511,Collie,AU,2022-07-27 22:48:51,-33.3667,116.15,47.95,63,15,5.21
512,Seymour,US,2022-07-27 22:45:01,38.9592,-85.8903,85.59,78,81,8.01
513,Michigan City,US,2022-07-27 22:48:51,41.7075,-86.895,81.48,94,100,0.0
514,Mirnyy,RU,2022-07-27 22:49:52,62.5353,113.9611,73.24,68,14,7.0
515,Itoman,JP,2022-07-27 22:49:52,26.1247,127.6694,84.22,79,40,8.05
516,Gisborne,NZ,2022-07-27 22:49:52,-38.6533,178.0042,57.47,89,100,9.1
517,Chunhuhub,MX,2022-07-27 22:49:53,19.55,-88.6833,91.31,47,99,7.83
518,Meadow Lake,US,2022-07-27 22:49:53,34.8014,-106.5436,82.47,60,83,6.17
519,Dunedin,NZ,2022-07-27 22:45:29,-45.8742,170.5036,44.8,91,100,10.0
520,Pombas,CV,2022-07-27 22:49:54,17.1503,-25.0201,80.38,88,6,8.21
521,Marawi,PH,2022-07-27 22:49:54,7.9986,124.2928,72.03,91,95,1.66
522,Kampot,KH,2022-07-27 22:49:55,10.6167,104.1833,75.25,86,91,2.59
523,Quatre Cocos,MU,2022-07-27 22:49:55,-20.2078,57.7625,68.11,81,33,9.33
524,Okato,NZ,2022-07-27 22:49:56,-39.2,173.8833,58.51,90,98,14.18
525,Hami,CN,2022-07-27 22:49:56,42.8,93.45,80.47,14,17,10.54
526,Montrose,US,2022-07-27 22:49:57,38.4166,-108.2673,80.01,50,94,10.51
527,Sevsk,RU,2022-07-27 22:49:57,52.1491,34.4926,63.68,91,66,4.68
528,La Rioja,ES,2022-07-27 22:46:29,42.25,-2.5,58.78,79,0,4.56
529,Cayhagan,PH,2022-07-27 22:49:58,9.6697,122.4256,80.78,81,95,3.76
530,La Mana,EC,2022-07-27 22:49:58,-0.9333,-79.2167,74.55,91,98,1.05
531,Posadas,AR,2022-07-27 22:49:59,-27.3671,-55.8961,78.78,65,0,2.3
532,Vao,NC,2022-07-27 22:49:59,-22.6667,167.4833,69.4,69,62,10.11
533,Tarrega,ES,2022-07-27 22:50:00,41.647,1.1396,72.32,85,3,5.59
534,Karangasem,ID,2022-07-27 22:50:00,-8.45,115.6167,75.11,83,58,5.19
535,Charlestown,AU,2022-07-27 22:49:13,-32.95,151.6667,53.73,75,0,5.01
536,Gladstone,AU,2022-07-27 22:50:01,-23.85,151.25,58.78,51,0,8.05
537,Vrangel,RU,2022-07-27 22:50:01,42.7297,133.0839,73.13,83,39,4.99
538,Bodden Town,KY,2022-07-27 22:50:02,19.2833,-81.25,89.6,68,20,11.5
539,Daloa,CI,2022-07-27 22:50:03,6.8774,-6.4502,71.24,95,100,5.41
540,Vagay,RU,2022-07-27 22:50:03,57.9375,69.0217,57.72,75,100,8.39
541,Bowen,AU,2022-07-27 22:50:04,-20.0167,148.2333,58.46,54,0,7.78
542,Talaya,RU,2022-07-27 22:50:04,61.3833,152.75,58.96,47,19,7.49
543,Mango,US,2022-07-27 22:50:05,27.9797,-82.3065,91.31,87,75,1.99
544,Cumberland,US,2022-07-27 22:50:06,35.0502,-78.8664,98.71,45,0,11.5
545,Alenquer,BR,2022-07-27 22:50:07,-1.9417,-54.7383,80.92,66,100,2.01
546,Manakara,MG,2022-07-27 22:50:07,-22.1333,48.0167,62.69,93,4,3.85
547,Luganville,VU,2022-07-27 22:50:08,-15.5333,167.1667,82.2,75,81,7.38
548,Nalut,LY,2022-07-27 22:50:08,30.3333,10.85,84.63,20,0,13.62
549,San Ramon,US,2022-07-27 22:50:09,37.7799,-121.978,94.6,42,0,16.11
550,Garissa,KE,2022-07-27 22:50:09,-0.4536,39.6401,70.79,84,85,14.05
551,Pochutla,MX,2022-07-27 22:50:10,15.7432,-96.4661,85.82,75,100,3.98
552,Mandalgovi,MN,2022-07-27 22:46:03,45.7625,106.2708,59.5,55,100,15.64
553,Alvik,SE,2022-07-27 22:50:10,60.7477,14.8746,50.07,71,24,4.36
554,Alofi,NU,2022-07-27 22:50:11,-19.0595,-169.9187,78.69,73,16,14.97
555,Kroya,ID,2022-07-27 22:50:11,-7.6331,109.2461,75.94,90,100,2.3
556,Tartagal,AR,2022-07-27 22:50:12,-22.5164,-63.8013,79.09,42,12,2.73
557,Riyadh,SA,2022-07-27 22:47:03,24.6877,46.7219,95.14,16,100,6.44
558,Beian,NO,2022-07-27 22:50:13,63.6559,9.5683,51.01,81,75,11.5
559,Nhulunbuy,AU,2022-07-27 22:51:13,-12.2333,136.7667,75.81,73,30,13.8
560,Kudahuvadhoo,MV,2022-07-27 22:51:14,2.6708,72.8944,82.27,75,95,14.23
561,Puerto Leguizamo,CO,2022-07-27 22:51:14,-0.1934,-74.7819,71.73,92,91,3.6
562,Grindavik,IS,2022-07-27 22:51:15,63.8424,-22.4338,50.47,76,100,19.57
563,Sumbe,AO,2022-07-27 22:51:15,-11.2061,13.8437,67.8,89,85,4.59
564,Vaitape,PF,2022-07-27 22:51:16,-16.5167,-151.75,78.46,75,15,24.67
565,Mackay,AU,2022-07-27 22:48:45,-21.15,149.2,61.68,55,0,11.32
566,Snezhnogorsk,RU,2022-07-27 22:51:17,69.1933,33.2531,56.98,90,0,10.47
567,San Lucas,MX,2022-07-27 22:51:17,16.6,-92.7167,79.59,77,78,3.11
568,Bubaque,GW,2022-07-27 22:47:20,11.2833,-15.8333,79.95,78,100,11.97
569,Evensk,RU,2022-07-27 22:51:18,61.95,159.2333,55.6,58,88,3.53
570,Rancho Palos Verdes,US,2022-07-27 22:51:18,33.7445,-118.387,91.08,78,24,13.0
571,Matamoros,MX,2022-07-27 22:51:19,25.5333,-103.25,94.66,23,82,15.88
572,Khovu-Aksy,RU,2022-07-27 22:51:19,51.1333,93.6,50.36,66,82,2.44
573,Alyangula,AU,2022-07-27 22:51:19,-13.8483,136.4192,73.31,66,3,16.4
574,Yaring,TH,2022-07-27 22:51:20,6.8662,101.3689,77.11,86,93,2.89
575,Barra Do Garcas,BR,2022-07-27 22:50:20,-15.89,-52.2567,74.88,29,0,2.21
576,Itarema,BR,2022-07-27 22:51:21,-2.9248,-39.9167,79.03,79,94,15.57
577,Wad Rawah,SD,2022-07-27 22:51:21,15.1603,33.1397,79.88,66,100,20.13
578,Vilhena,BR,2022-07-27 22:51:21,-12.7406,-60.1458,84.42,32,0,4.61
579,Codrington,AU,2022-07-27 22:51:22,-38.2667,141.9667,45.63,85,75,6.58
580,Balikpapan,ID,2022-07-27 22:51:22,-1.2675,116.8289,77.99,89,40,6.91
581,Boueni,YT,2022-07-27 22:51:23,-12.9025,45.0761,69.78,66,8,6.22
582,Port Blair,IN,2022-07-27 22:51:24,11.6667,92.75,80.89,81,84,2.59
583,Emba,KZ,2022-07-27 22:51:24,48.8264,58.1442,69.75,59,5,6.46
584,Toccoa,US,2022-07-27 22:51:24,34.5773,-83.3324,91.04,63,0,0.0
585,Veshenskaya,RU,2022-07-27 22:51:25,49.6303,41.7334,71.96,66,96,2.84
586,Portmore,JM,2022-07-27 22:51:25,17.9702,-76.8672,85.96,81,40,14.97
587,Pitimbu,BR,2022-07-27 22:51:26,-7.4706,-34.8086,75.79,80,18,9.6
588,Kendari,ID,2022-07-27 22:48:37,-3.945,122.4989,73.76,86,27,3.2
589,Mildura,AU,2022-07-27 22:51:26,-34.2,142.15,47.59,76,92,6.93
590,Paka,MY,2022-07-27 22:51:27,4.6374,103.4368,73.33,100,94,0.0
591,North Bend,US,2022-07-27 22:51:27,43.4065,-124.2243,78.24,86,75,10.36
592,Kleive,NO,2022-07-27 22:51:28,62.7954,7.6359,51.51,76,100,3.44
593,Botwood,CA,2022-07-27 22:51:28,49.1499,-55.3482,70.9,84,92,2.42
594,Chimore,BO,2022-07-27 22:51:29,-16.9833,-65.1333,78.76,55,32,1.92
